ccl_name_norm,cpd_name_norm,rep1,rep2,abs_diff,rel_diff
a375,gossypol,0.9456,0.9226666666666666,0.02293333333333336,0.3396545663422845
a375,gsk-3 inhibitor ix,0.8060666666666666,0.8493999999999999,0.043333333333333335,0.490432764847745
a375,gsk4112,1.0,0.9148125,0.08518749999999997,1.639071205561609
a375,gsk461364,0.3582125,1.0774545454545454,0.7192420454545454,2.9398848215380706
a375,gsk525762a,0.802625,0.8390625,0.03643750000000001,0.35891281346346354
a375,gw-405833,0.9472,0.840375,0.10682500000000006,1.863467341942605
a375,gw-843682x,0.6551875,0.8755,0.2203124999999999,1.9567329253684365
a375,hc-067047,0.9211875,0.9206875,0.000500000000000056,0.007829355995705656
a375,hli 373,0.8653333333333334,1.03,0.16466666666666663,3.363125678580475
a375,hyperforin,0.886375,1.3340714285714286,0.44769642857142855,3.7043141941185063
a375,i-bet151,0.767375,0.7845,0.017124999999999946,0.12290483180659874
a375,ic-87114,1.02175,1.1486153846153846,0.12686538461538466,1.030058738324078
a375,ifosfamide,0.8709375,1.7741111111111112,0.9031736111111112,2.994923591950503
a375,imatinib,1.0045,0.9653125,0.03918749999999993,0.41660404737947726
a375,importazole,1.0,0.927625,0.07237499999999997,0.5574595084386295
a375,indisulam,0.8588125,0.8591875,0.0003750000000000142,0.0028706273801750288
a375,ipr-456,0.9689333333333334,0.9023125,0.06662083333333346,0.6992035120572629
a375,isoevodiamine,0.8411333333333334,0.854,0.012866666666666582,0.15271019833289043
a375,isox,0.7540625,0.7331875,0.020874999999999977,0.28927902440279435
a375,isox:bortezomib (250:1 mol/mol),0.8829999999999999,0.8128125,0.07018749999999985,0.9401985038248621
a375,itraconazole,0.9215625,0.9223125,0.0007500000000000284,0.011661375720552675
a375,iu1,0.9535333333333333,0.9135,0.040033333333333365,0.7950320120458692
a375,jq-1,0.90825,0.770875,0.13737500000000002,0.7347408625193532
a375,jq-1:carboplatin (1:1 mol/mol),0.9015,0.7259375,0.17556249999999995,1.4798372283312258
a375,jq-1:mk-0752 (1:1 mol/mol),0.9185333333333333,0.7138125,0.20472083333333335,1.5046108614638773
a375,jq-1:navitoclax (2:1 mol/mol),1.152153846153846,0.7242,0.42795384615384613,3.555880881291494
a375,jq-1:unc0638 (2:1 mol/mol),0.8376875,1.0111428571428571,0.1734553571428571,1.2115408704997686
a375,jq-1:vorinostat (2:1 mol/mol),0.7807999999999999,0.69575,0.08504999999999996,0.7888829485512902
a375,jw-480,1.0,1.2280833333333334,0.22808333333333342,1.5032455077077245
a375,khs101,0.823125,0.8812142857142857,0.05808928571428573,0.7579037306334686
a375,ki8751,0.991125,0.9375,0.053625000000000034,0.3117554132338392
a375,ko-143,1.2204615384615385,0.9604285714285714,0.2600329670329671,3.9265917522057503
a375,ku 0060648,0.8277333333333333,1.3365,0.5087666666666667,2.663697110912845
a375,ku-0063794,0.8881333333333333,0.9467142857142857,0.0585809523809524,0.3668467210422779
a375,ku-55933,0.883,0.898375,0.015375000000000028,0.09152602757274553
a375,ku-60019,0.9420666666666667,0.914,0.028066666666666684,0.19235266896203687
a375,kw-2449,0.8268666666666667,0.817875,0.008991666666666731,0.08924686683984091
a375,kx2-391,0.6677153846153847,0.692125,0.02440961538461528,0.1363036644073449
a375,l-685458,1.0,0.9940666666666667,0.005933333333333346,0.02742356838353783
a375,lapatinib,0.9065333333333334,1.2168181818181818,0.3102848484848484,2.05336916343854
a375,lbh-589,0.38313125,0.430575,0.04744375000000001,0.3306450093486361
a375,le-135,0.9259333333333333,0.77775,0.14818333333333322,1.556950521973225
a375,lenvatinib,1.031375,0.897,0.1343749999999999,1.3475479404278095
a375,leptomycin b,0.2841875,0.09285,0.1913375,1.05390613221691
a375,linifanib,0.8405333333333334,0.8905333333333334,0.050000000000000044,0.4876571461892067
a375,linsitinib,1.0115625,0.998,0.013562499999999922,0.14178655063145676
a375,lomeguatrib,0.9174666666666667,0.8675,0.049966666666666604,0.46270264313427123
a375,lovastatin,0.8523999999999999,0.69875,0.15364999999999995,1.3233947959824013
a375,ly-2183240,0.832,0.83075,0.0012499999999999734,0.01584943544425228
a375,manumycin a,1.0714666666666666,0.8250625,0.24640416666666654,2.688556739384727
a375,masitinib,0.8475625,0.8746875,0.027124999999999955,0.42721869301076765
a375,mdivi-1,0.9711333333333333,0.8935625,0.07757083333333326,0.52935222232896
a375,merck60,0.7688125,0.809875,0.0410625,0.3080073113758183
a375,mgcd-265,0.89375,0.8505,0.04325000000000001,0.4456563801512847
a375,mi-1,1.0292000000000001,0.9356875,0.09351250000000011,0.988230824027525
a375,mitomycin,0.618075,1.2705,0.6524249999999999,3.229980919106551
a375,mk-0752,1.115,0.91575,0.19925000000000004,1.9522452933053025
a375,mk-1775,0.6602733333333333,0.761625,0.10135166666666673,1.0258080069914768
a375,mk-2206,0.901125,0.8269375,0.07418749999999996,0.8165092430267865
a375,ml006,0.9375,0.9190625,0.018437499999999996,0.17923783223806083
a375,ml029,1.1582666666666666,0.901375,0.2568916666666665,2.332541868116858
a375,ml031,1.1196666666666668,0.9500625,0.16960416666666678,0.8843965921617005
a375,ml050,0.8546875,0.9787333333333332,0.12404583333333319,1.000219089095529
a375,ml083,1.023,0.9375,0.08549999999999991,1.6393608902942678
a375,ml162,0.6029133333333333,0.6301875,0.02727416666666671,0.1739603995971559
a375,ml203,0.9358125,0.93175,0.00406250000000008,0.05506141956276548
a375,ml210,0.13191333333333333,0.5241,0.3921866666666667,2.0253666900879335
a375,ml239,0.9375,0.9146875,0.022812500000000013,0.17415479947297358
