drug,n_lines,spearman,pearson,true_std
ml006,26,0.1788034188034188,0.22190885667624036,0.0692080375702724
piperlongumine-mst-312 (1-1 mol-mol),27,0.021978021978021976,0.12061649644188165,0.07794183367750478
brd-k11533227,25,-0.02923076923076923,-0.006456194718211496,0.11545527420122244
navitoclax-pluripotin (1-1 mol-mol),24,-0.14956521739130432,-0.10712299868433448,0.12244639970594275
dnmdp,25,0.19692307692307692,0.07993773502864848,0.13752825438487884
valdecoxib,27,-0.336996336996337,-0.1942402453833799,0.08252529523237134
selumetinib-navitoclax (8-1 mol-mol),27,-0.24786324786324787,-0.2809838215993955,0.16229530774267548
nsc95397,26,0.14871794871794874,0.19502437310615373,0.061509141852033954
isox-bortezomib (250-1 mol-mol),25,-0.11846153846153845,-0.01323053660479187,0.09790537554612211
sns-032,25,0.15692307692307692,0.14238845183100637,0.15737368241029812
sch-529074,27,-0.12332112332112331,-0.2136765885158734,0.0721320091674165
epigallocatechin-3-monogallate,27,-0.18437118437118435,-0.13461227636426487,0.11480874798625544
srt-1720,26,-0.14598290598290597,-0.05401413156482476,0.08626225432647507
gsk-3 inhibitor ix,26,-0.0858119658119658,0.3121086495925362,0.11225746161450952
ciclosporin,26,-0.027692307692307693,-0.1130225897971586,0.1042195535256865
prima-1,26,0.1904273504273504,0.13294067484290523,0.0979635808959
brd-k58306044-001-01-3,26,0.30393162393162393,0.18110223264919045,0.05173722288629394
repligen 136,26,-0.3025641025641025,-0.43092044445483046,0.057579359224739175
momelotinib,25,0.18615384615384614,0.03835550982735604,0.07547679839923736
brefeldin a,27,0.10012210012210011,0.06818224218902288,0.1737311128791353
brd-a02303741-navitoclax (2-1 mol-mol),25,0.33692307692307694,0.15231000348032409,0.11077043303847622
foretinib,26,-0.029059829059829054,-0.14970865491306157,0.0982703244060549
mk-2206,25,-0.32846153846153847,-0.3215082183404222,0.08722502432180164
hc-067047,24,-0.10521739130434782,0.15185145121683347,0.0864117011836746
vorinostat-navitoclax (4-1 mol-mol),27,0.278998778998779,0.20398686941720862,0.11324474666621663
bms-345541,24,0.2078260869565217,0.20356703494696599,0.07182429022557049
khs101,25,0.23923076923076922,0.1949567118402164,0.08034741935655264
brd-k71935468,24,0.005217391304347826,0.04523228780075447,0.09614077255387385
jq-1-unc0638 (2-1 mol-mol),25,0.05538461538461539,0.04031387783586329,0.11018760287457482
carboplatin-unc0638 (2-1 mol-mol),25,-0.011538461538461539,-0.18676029694808327,0.07670773320986615
brd-k55116708,25,-0.3246153846153846,-0.30319686610297136,0.09795665370188936
gsk461364,26,-0.11316239316239315,0.048868705173888596,0.17675586583627198
narciclasine,23,-0.1689723320158103,-0.09256844952661633,0.1707131384244494
oligomycin a,25,-0.17615384615384613,-0.20300336568387853,0.2710205170905471
cay10576,24,0.013043478260869565,0.014137236030130673,0.06470403018560814
pac-1,25,0.37,0.09512200882128424,0.09014946353030256
cd-1530,26,-0.11931623931623932,0.14828263140764356,0.08033626917502822
afatinib,24,-0.3052173913043478,-0.38325595315376626,0.13752208704856891
brd-k94991378,26,0.03316239316239316,0.04151606193379526,0.08727784103548936
alisertib-navitoclax (2-1 mol-mol),26,-0.3613675213675213,-0.3530766162582252,0.15164770784144152
azd4547,26,-0.1063247863247863,-0.20010170611576353,0.14483415988796552
indisulam,23,-0.02865612648221344,-0.04797261094651868,0.07110782652076741
selumetinib-decitabine (4-1 mol-mol),27,0.03418803418803419,0.04310800940613889,0.16944458079391547
brd-k26531177,23,-0.09980237154150197,-0.07039431249269233,0.057677236188720074
wz8040,26,-0.1917948717948718,-0.12633492828747978,0.06723207218047583
